"","Subject","stim","emotion","ief_c","THRESH_mean","THRESH_CI_2.5","THRESH_CI_97.5","THRESH_sd","SLOPE_mean","SLOPE_CI_2.5","SLOPE_CI_97.5","SLOPE_sd"
"165","s14","2132","neutral",-1,0.305761720111747,0.243335931234438,0.374908883089207,0.033232699255342,3.0612187671022,2.29934250552993,3.90114007586381,0.402577534352145
"166","s14","2142","neutral",-0.0614872,0.285596785083104,0.234950587869605,0.336854375090645,0.0258345113172654,2.76804358892468,2.16923378211383,3.41772224433077,0.321212063644917
"167","s14","2151","angry",0.144676,0.379171243078561,0.322964902513696,0.43907753691948,0.0292515733099393,2.72854303450437,2.07612447984652,3.46677550516078,0.360769368628557
"168","s14","2161","angry",0.4141348,0.403047060506248,0.338136986378284,0.473861758636852,0.0343231366652644,2.61643695160434,1.9311227559948,3.37357020177021,0.371880794179275
"169","s15","1111","angry",0.531684,0.436280344883231,0.350513491985097,0.536205199639573,0.0472104902760419,2.18013774637761,1.49238738709009,2.8639636030666,0.355003608308862
"170","s15","1122","neutral",0.00542540000000002,0.3030258049646,0.251924980752701,0.356488867791845,0.0261562748311658,2.6674381326997,2.07610046524002,3.3104283449508,0.315231300021492
"171","s15","1133","happy",0.5696614,0.229946284425209,0.168626702521738,0.292163463406681,0.0312947763674042,2.75947951497444,2.0397551168818,3.66647390363774,0.413934786628167
"172","s15","1143","happy",0.7233796,0.227050582096751,0.154566875945876,0.300013529118465,0.0371256375604612,2.68425358258781,1.90694728861694,3.61245738028644,0.433427502521204
"173","s15","1151","angry",0.2803096,0.416255947733791,0.353628501536598,0.483947973009073,0.0333067335465236,2.25431475499964,1.64479178222146,2.89039304244527,0.317907853799902
"174","s15","1162","neutral",-0.0108506,0.303211599746874,0.252272370916108,0.356804900829369,0.0260843417844803,2.6726224750844,2.0803093841584,3.31708935450084,0.315597836389185
"175","s15","2111","angry",0.1175492,0.405218722591003,0.339887822977586,0.476154649495301,0.0347093017207726,2.30234303311439,1.68353933515272,2.93795298936626,0.320356173216304
"176","s15","2122","neutral",-0.0379773999999999,0.303522480411292,0.253079423502293,0.356785033360155,0.0260052918368052,2.68126308819581,2.08567168719566,3.32490236908844,0.316342456805953
"177","s15","2133","happy",0.4864728,0.231467674850806,0.173398869535432,0.28992503380356,0.0292522781734574,2.80018998386451,2.1024415924932,3.69771852354545,0.407091291002525
"178","s15","2143","happy",-0.0126592,0.240028584343264,0.172305970482786,0.305321327116792,0.0340099927391778,3.0444529929552,2.32118377763574,3.98720435998914,0.425413630812479
"179","s15","2151","angry",0.1066984,0.404528254594061,0.338341668601543,0.47614935308417,0.0350603831427407,2.30554494979785,1.68405734743956,2.94562258698286,0.321290584346407
"180","s15","2162","neutral",0.0831886000000001,0.302146068194927,0.250673412696048,0.355899329607104,0.0267549367077138,2.64266846854819,2.05154751738041,3.2784078547187,0.314316924859379
"181","s16","1112","neutral",-0.0217014000000001,0.126650128509953,0.081645389325936,0.170970192022071,0.022788667846006,4.0128588891448,3.10725103826623,5.06124358610413,0.498549698402754
"182","s16","1121","angry",0.482856,0.199196660544315,0.127219934599644,0.27842637096191,0.0381234195914787,3.74172117507778,2.54107013929607,5.08375309140925,0.648819925748155
"183","s16","1133","happy",-1,0.147988189912299,0.0781813662177153,0.21990690181863,0.0354967250871988,4.65213569778083,3.2571450897992,6.09724139402908,0.720142634410647
"184","s16","1143","happy",0.7233796,0.0838458740579103,0.0195949767334976,0.14238564605177,0.0311684453268298,3.93670287278904,2.81912902842871,5.25563195570289,0.619078302632801
"185","s16","1152","neutral",-0.6419994,0.138461774248776,0.0988935072744809,0.1772098453066,0.0198225649384525,4.20339872909224,3.28225278638029,5.26500072787439,0.508993516790297
"186","s16","1161","angry",-1,0.192907954004625,0.133281465681257,0.255200607800742,0.0306871854266466,3.81287991036528,2.53523630982532,5.18783396931054,0.67578391617118
"187","s16","2112","neutral",-0.8572048,0.142355513770463,0.100760013060396,0.182825162963181,0.0207642504870997,4.2695043790731,3.3081112152973,5.36300596803386,0.525407338102132
"188","s16","2121","angry",-0.6835938,0.193805074500475,0.145303464698543,0.244881177486789,0.0251420136175873,3.7976963287976,2.70860981507394,5.00677150344639,0.591743323921913
"189","s16","2133","happy",0.6745516,0.086018176008781,0.0239893663536883,0.142380854225657,0.0300276871420903,3.956973017555,2.86295783025437,5.26089851870405,0.609353534847194
"190","s16","2141","angry",-0.6691262,0.193851692229414,0.145639263432493,0.244599275853582,0.0249692327607566,3.79700206305727,2.71268904869438,5.00012944788064,0.58870381256435
"191","s16","2153","happy",0.1844618,0.106380523886887,0.0605769456928284,0.150233839884137,0.022919043703183,4.16042577405372,3.16538968974755,5.33706888883646,0.549893315155249
"192","s16","2162","neutral",-0.8463542,0.142161450827053,0.100714949689445,0.182527876693485,0.020695622399772,4.26617134948517,3.30839378697564,5.35683249384001,0.52443537387107
"193","s17","1113","happy",-0.8626302,0.282803198381159,0.235962135735747,0.328217432535907,0.0236394948385375,5.0896797899469,3.87120408100122,6.61801283513921,0.704750099915127
"194","s17","1121","angry",0.2730758,0.357541094491521,0.290376811123406,0.435024128929864,0.0367398868597123,4.03900106778354,2.92451193322648,5.30950257066056,0.604872498560324
"195","s17","1132","neutral",-0.9964554,0.315869680201462,0.2772515440472,0.355607597626306,0.0199851486951943,4.53357059322269,3.49592956808441,5.66123448430481,0.554624327062446
"196","s17","1143","happy",-0.6311488,0.28389159098087,0.242127964660794,0.323389409183584,0.0208955691148296,4.91559487634088,3.76866234338173,6.33921239580435,0.655911147938961
"197","s17","1151","angry",-0.656467,0.333958374747709,0.288626944613531,0.381512490576195,0.0235791458814933,4.51895429550046,3.37382239597724,5.86791374793869,0.639333648860276
"198","s17","1162","neutral",-1,0.315894274743552,0.277275611331914,0.355577934940776,0.0199963583653713,4.53489485040781,3.49644392036611,5.66334422573062,0.554944186528886
"199","s17","2111","angry",-1,0.327212395063541,0.27161595602239,0.386991267941875,0.0295764526933356,4.69633157406931,3.38483209072731,6.28100631204635,0.733862478487997
"200","s17","2123","happy",-0.4304108,0.284962137240186,0.241159097141687,0.32625908945183,0.0218325599441152,4.76463044728764,3.66596246998733,6.09966210841261,0.625479707953845
"201","s17","2132","neutral",-1,0.315894274743552,0.277275611331914,0.355577934940776,0.0199963583653713,4.53489485040781,3.49644392036611,5.66334422573062,0.554944186528886
"202","s17","2142","neutral",-0.9964554,0.315869680201462,0.2772515440472,0.355607597626306,0.0199851486951943,4.53357059322269,3.49592956808441,5.66123448430481,0.554624327062446
"203","s17","2151","angry",-0.44307,0.33859875389174,0.2952380819222,0.383771503047485,0.0220928779474534,4.40877047294263,3.32794885685066,5.66606428735632,0.599234794496215
"204","s17","2163","happy",-0.6510416,0.283792274934753,0.242158800384771,0.324016382562496,0.0209882247292156,4.93055519872264,3.77579392796393,6.35967829294187,0.65956522937497
"205","s18","1111","angry",0.3146702,0.333676934410851,0.24740504476969,0.428363233549763,0.0464191083524457,2.45639108036051,1.63391623479953,3.38447726911762,0.444486191037241
"206","s18","1122","neutral",-1,0.208150598583309,0.158507325863943,0.258510678650225,0.0254707695096998,2.9940046781225,2.24767060711946,3.78162655405185,0.389217548594285
"207","s18","1131","angry",-0.00542540000000002,0.353172176991004,0.281731080439107,0.430884580305413,0.0382769030661355,2.34724745867259,1.66144471317822,3.10151194865447,0.371436090737444
"208","s18","1143","happy",0.2839266,0.0743311066946772,0.00745722028957231,0.135043367602509,0.0321876271898548,3.04075124935439,2.19614199137885,4.06234731022912,0.476998747987158
"209","s18","1153","happy",0.265842,0.0759081183494507,0.0101969160156722,0.136022616671281,0.0317459491649207,3.04828834239386,2.20798286091633,4.06573190102252,0.475375907519427
"210","s18","1162","neutral",-1,0.208150598583309,0.158507325863943,0.258510678650225,0.0254707695096998,2.9940046781225,2.24767060711946,3.78162655405185,0.389217548594285
"211","s18","2112","neutral",-1,0.208150598583309,0.158507325863943,0.258510678650225,0.0254707695096998,2.9940046781225,2.24767060711946,3.78162655405185,0.389217548594285
"212","s18","2121","angry",-1,0.432148044621325,0.336709604984572,0.543368107580912,0.0532446970247892,2.00812541549918,1.23830280034884,2.86463382678874,0.417098873025759
"213","s18","2132","neutral",-1,0.208150598583309,0.158507325863943,0.258510678650225,0.0254707695096998,2.9940046781225,2.24767060711946,3.78162655405185,0.389217548594285
"214","s18","2143","happy",0.4014756,0.0638363280892989,-0.0107447955946658,0.130299602147025,0.035583976567207,2.99176051968956,2.12365021023023,4.0364257304378,0.490202997090831
"215","s18","2151","angry",-1,0.432148044621325,0.336709604984572,0.543368107580912,0.0532446970247892,2.00812541549918,1.23830280034884,2.86463382678874,0.417098873025759
"216","s18","2163","happy",-1,0.168872322660681,0.0837483017032095,0.257936605229299,0.0439840306427024,3.57585151367045,2.43299008175464,4.88843006762727,0.628964386003392
"217","s19","1112","neutral",-0.016276,0.287925643399551,0.213491731422038,0.36301127333805,0.0378590967501679,1.94101962531141,1.39056999821857,2.58376692226039,0.304488269442734
"218","s19","1123","happy",0.3942418,-0.296930701399862,-0.929042289665669,-0.0698693445031067,0.435635467072395,1.38339881859116,0.521775464851059,2.15049941615855,0.416434453120593
"219","s19","1131","angry",0.3164786,0.56340318120326,0.477854462066626,0.668221706105641,0.0482685923738045,1.76515513532645,1.18195111714549,2.44041970714137,0.322909914644063
"220","s19","1142","neutral",-0.7269966,0.304013055378997,0.220923921746643,0.391428164756769,0.0428514996186828,2.19084601597865,1.5136834859489,2.99519814363917,0.376462808086408
"221","s19","1151","angry",0.2260562,0.5333054413833,0.449879435483268,0.630452586770578,0.0457857401147713,1.8303324815728,1.24901538908474,2.50948564885912,0.32426990561651
"222","s19","1163","happy",0.4539208,-0.351522608262845,-1.09979200316201,-0.091519549217348,0.653805626713349,1.33933557601923,0.473002703669739,2.11674516393203,0.42174685413186
"223","s19","2112","neutral",0.0108506,0.287312363617804,0.211302515307313,0.364448626608305,0.0385555796994492,1.93148431626159,1.38335035242348,2.57500227670644,0.304342590720556
"224","s19","2121","angry",0.1627604,0.514012981425522,0.426206894014923,0.614822234147645,0.048038721022748,1.87595671044242,1.27924021909289,2.57354269921703,0.331699136047666
"225","s19","2132","neutral",-0.0343605999999999,0.288334881535818,0.214600905789543,0.362605863516432,0.0374349519504219,1.94737656831357,1.39667715823139,2.58827682722749,0.304704822555137
"226","s19","2143","happy",0.4322194,-0.31590655917906,-1.03279431537656,-0.0844168428697231,1.34649265666954,1.35535853304516,0.489029404551803,2.12798460499307,0.419491468654158
"227","s19","2151","angry",0.511791,0.642918475213655,0.507313612931933,0.855038567580764,0.0903508429540174,1.62437205590136,0.964298718156157,2.34589342025351,0.356073359460466
"228","s19","2163","happy",0.446687,-0.365026216784328,-1.07424622302756,-0.0890987813692568,1.93822257664716,1.34467656169454,0.477059471560496,2.12040593588381,0.420954452667418
"229","s20","1112","neutral",0.1591436,0.269947836941341,0.220077071513393,0.320006632995218,0.0255697558516578,3.17252687261309,2.48909227764207,3.91936303340489,0.370535342266845
"230","s20","1121","angry",0.7993344,0.527787417085307,0.424459960602381,0.665014233302976,0.0616247811395076,2.31322816338291,1.52280694342369,3.16530094548123,0.420243273704673
"231","s20","1131","angry",-0.0036168,0.390125975301662,0.325366522899832,0.460670825418332,0.034543678834647,2.88132723379844,2.13273711691011,3.69558154003047,0.399614632549161
"232","s20","1143","happy",0.4720052,0.199909235615193,0.143375483504224,0.255104942029406,0.0278671626175748,3.11967973589238,2.34570675965149,4.01830328629268,0.425776480384223
"233","s20","1152","neutral",-0.0108506,0.272304850395655,0.225892929141422,0.319667704848884,0.0239484920524796,3.23358158200209,2.54788411493616,3.97786842393254,0.370166227092714
"234","s20","1163","happy",0.3978588,0.203393360628134,0.1493716776989,0.256394457330182,0.0266689765807594,3.16496007233754,2.40122113629586,4.05416246377465,0.42074716452477
"235","s20","2113","happy",0.1844618,0.21292235584161,0.159716603689106,0.266109784413142,0.026916490153183,3.29527911623431,2.51933595154462,4.17966853240519,0.418853105334323
"236","s20","2123","happy",0.6817854,0.189492698875907,0.119650779457876,0.256802811313998,0.0346774413533449,2.99156942931604,2.15297675549724,3.93510274453169,0.451310681197976
"237","s20","2132","neutral",0.1537182,0.270023497499655,0.220329324267698,0.32005770261355,0.02550343061456,3.17447544627219,2.49066380900623,3.92088221234009,0.370446029369215
"238","s20","2142","neutral",-0.902416,0.28418687695607,0.229013495812838,0.343959801260049,0.0292967097447512,3.55379407394764,2.74886639101185,4.48777394686402,0.443273632804952
"239","s20","2151","angry",0.1338252,0.408823600449005,0.350033874179453,0.473070261665118,0.031581901883978,2.78408511941334,2.07869034688566,3.55167159160665,0.375881851564131
"240","s20","2161","angry",0.4195602,0.452974199862272,0.39219899309246,0.521130694811336,0.0326063487457136,2.58192365818733,1.92071930552631,3.32231621614992,0.362189992276261
"241","s21","1113","happy",0.4448784,0.0878491213068709,0.0427442085939445,0.131495848735929,0.0226332890076216,4.20823757015214,3.16606566849012,5.39599023795637,0.566855094161434
"242","s21","1122","neutral",0.00723380000000002,0.118589310125662,0.0793585172454818,0.156928434109253,0.0197560819435808,4.26523094238388,3.28313319156063,5.39376940311149,0.535533030799574
"243","s21","1131","angry",0.10489,0.134696640196111,0.0863653315635306,0.182022840085971,0.0240047827461812,4.26348268034202,3.09480466404371,5.59735569617642,0.632543930910806
"244","s21","1142","neutral",0.00904220000000002,0.118537990403098,0.0792818151862044,0.156925884245977,0.0197625223063068,4.26465410862174,3.28250634351436,5.39338667706818,0.535516981067234
"245","s21","1153","happy",0.4701968,0.0868462131900125,0.0414963353248052,0.131100547777088,0.0227756791330474,4.19458305409657,3.14972731940594,5.38735033541343,0.568854190803238
"246","s21","1161","angry",-0.6673178,0.140906323200206,0.0870746150956047,0.200146341406164,0.0285445134283785,4.51124922398301,3.15041711243442,6.05846056884823,0.741872983383771
"247","s21","2113","happy",0.584129,0.0822429627096201,0.0334726112272098,0.129613583023378,0.024080687383876,4.13313805543367,3.0658634849939,5.33183195859478,0.580646182100078
"248","s21","2123","happy",0.7957176,0.0732658480471591,0.0143930057307742,0.129927672386421,0.0291519545384489,4.01902579178841,2.88225045553162,5.27231288771566,0.613853173337884
"249","s21","2131","angry",-0.2947772,0.137838835436721,0.0947635967659149,0.181303966786881,0.0218957354213164,4.3917178014463,3.21500975265061,5.74568971820277,0.649729109560586
"250","s21","2141","angry",0.157335,0.134294558965342,0.083837196253729,0.183193284409222,0.0250782628193134,4.24665545277289,3.07199294141717,5.58064723983695,0.6372566130931
"251","s21","2152","neutral",-0.0994645999999999,0.121595011434865,0.083043113347554,0.159525778154925,0.0195255562708587,4.29926502747903,3.31348126503249,5.42392644471585,0.537408458556851
"252","s21","2162","neutral",-0.0253182000000001,0.119510917317691,0.0806087732831849,0.157532230008972,0.0196546058549232,4.27561420528208,3.29458794780879,5.40065864120141,0.535911812563074
"253","s22","1111","angry",-0.8572048,0.503915120657793,0.435921651955738,0.580419434857273,0.0370318981034958,3.16623493822039,2.29677289840419,4.15294522293795,0.475932807695837
"254","s22","1123","happy",-0.9132668,0.456866831951143,0.397058559818325,0.519095968230203,0.0310380351376389,3.70157427561277,2.77083991278749,4.78130381897368,0.511039453872025
"255","s22","1132","neutral",-0.9874132,0.437948606845905,0.389634422810582,0.489411759026221,0.0255363008030166,3.42506621051227,2.66823149455461,4.2843227303815,0.416902820563727
"256","s22","1141","angry",-0.7215712,0.509309124619692,0.450668522564181,0.573576631726952,0.0315215827509522,3.1181628266212,2.29853480684754,4.05264710384046,0.446704830414956
"257","s22","1152","neutral",-0.8119936,0.438670299303548,0.390640694422873,0.488631783224145,0.0247213433286153,3.36053413707899,2.61965727561362,4.20026470834931,0.406282924784559
"258","s22","1163","happy",-0.8517796,0.456837864488804,0.399768237528633,0.515558017279401,0.0293836105403847,3.66160223450109,2.75405442678342,4.70866724626256,0.498752029001621
"259","s22","2111","angry",-0.44307,0.521973418755953,0.465217336645138,0.586527092087117,0.0308369180089024,3.01945468375019,2.24257312059672,3.87840912464675,0.414724903654453
"260","s22","2123","happy",-0.4647714,0.457038606453673,0.406034435267463,0.508401315350771,0.0264174465122872,3.4100131609873,2.59155397827891,4.34407821217728,0.447435488898263
"261","s22","2132","neutral",-0.6817854,0.439303743977871,0.389653225884347,0.490148489617113,0.0252266725878308,3.31263410125622,2.57615429063163,4.14306427010761,0.401714546164987
"262","s22","2142","neutral",-0.978371,0.437982354309043,0.389692588298693,0.489217659165284,0.0254566268711322,3.42173983241998,2.66630228877234,4.28052022001637,0.416234995247708
"263","s22","2151","angry",-0.358073,0.526324129171196,0.463581089509305,0.598710132808623,0.0342583263358264,2.98932951366256,2.22015620412906,3.83751182445315,0.41357273631762
"264","s22","2163","happy",-0.2875434,0.457411610810723,0.397317799149821,0.519638445606687,0.0310376713105915,3.29479950835486,2.48686982136198,4.21274924877718,0.441567833147038
"265","s23","1111","angry",1,0.766264414338144,0.621552974358149,1.01617497942808,0.105008247144019,1.4337442844837,0.802517999973909,2.13069412787285,0.337873603824664
"266","s23","1123","happy",1,0.166643700826615,0.0830147304489925,0.242700989627774,0.0408968595792044,2.01658921552126,1.36126893527679,2.80033340627098,0.360820637013297
"267","s23","1133","happy",0.9964554,0.166945097591066,0.0836254974094811,0.24262238734433,0.0407479217515304,2.01794788413011,1.36559154785009,2.80034063393054,0.360201552578521
"268","s23","1142","neutral",0.0271267999999999,0.286201882326779,0.215920857825079,0.358612655834763,0.0363827364513885,2.20080891699463,1.6149441748765,2.81763827024879,0.305541674892265
"269","s23","1151","angry",0.9530526,0.749375618825615,0.613308057315664,0.977166500350327,0.0957847034604771,1.45315858901326,0.834320586985631,2.13947088069744,0.330783463198615
"270","s23","1162","neutral",-0.354456,0.291624321233999,0.232079538502837,0.35276682221978,0.0308110736982609,2.30492928370179,1.69688375738753,2.93625066423978,0.317371086491677
"271","s23","2113","happy",0.4701968,0.207078196225198,0.135716197035021,0.27806058577429,0.0358739496852576,2.21966628393832,1.62515607974723,2.89487419675851,0.316205299470917
"272","s23","2122","neutral",-0.7685908,0.29755903971356,0.23053316774412,0.366478586897637,0.0342439705364717,2.41793193277874,1.73674047975007,3.12155312961585,0.354877893769377
"273","s23","2131","angry",1,0.766264414338144,0.621552974358149,1.01617497942808,0.105008247144019,1.4337442844837,0.802517999973909,2.13069412787285,0.337873603824664
"274","s23","2142","neutral",-0.5696614,0.294702983739634,0.233668141996339,0.358411156546994,0.0314922404352035,2.36365117883271,1.72270530309282,3.03077523765031,0.334051157253212
"275","s23","2151","angry",1,0.766264414338144,0.621552974358149,1.01617497942808,0.105008247144019,1.4337442844837,0.802517999973909,2.13069412787285,0.337873603824664
"276","s23","2163","happy",0.9566696,0.170293762544951,0.0898645160476933,0.243676359846164,0.0391809035245673,2.03319804424358,1.39194333621724,2.79691919708092,0.353497766239016
"277","s24","1112","neutral",-1,0.197160328209787,0.15601626634394,0.238875503649375,0.0208505433589757,4.22564036522307,3.26777197267486,5.29414655626819,0.522014431023593
"278","s24","1121","angry",-0.7758246,0.198639127683483,0.153958400934774,0.244097866365543,0.0231648058443345,4.24196619229223,3.08777423002919,5.63976732809208,0.642463086304379
"279","s24","1133","happy",-0.6275318,0.175673724144176,0.12879243649195,0.222850865012053,0.02361314727463,4.29340600486414,3.18326864556713,5.46068761547428,0.574537923038583
"280","s24","1143","happy",-0.6835938,0.177143591510351,0.127878083117446,0.22588414926107,0.0245316323341479,4.32111027877678,3.1916061544668,5.50315017158399,0.583058031593865
"281","s24","1152","neutral",-0.8282696,0.193632284004743,0.153103788136713,0.234176472393088,0.0203162594416479,4.17102407625059,3.2213520678881,5.22120462198769,0.510942113586249
"282","s24","1161","angry",-0.33818,0.203999712191698,0.158150598932432,0.252843737104716,0.0241585482798159,4.07941083333121,3.01517515004514,5.3227342161969,0.584074799808768
"283","s24","2113","happy",-0.0578704,0.159638683326485,0.10258835281452,0.213951030778909,0.0281795339967766,4.01189525849296,2.98500317424922,5.12423824112103,0.541527837691213
"284","s24","2122","neutral",-1,0.197160328209787,0.15601626634394,0.238875503649375,0.0208505433589757,4.22564036522307,3.26777197267486,5.29414655626819,0.522014431023593
"285","s24","2132","neutral",-0.57147,0.188227547717748,0.146741257757564,0.229382494065668,0.020724130530162,4.08935279870381,3.16559722397829,5.12898214007292,0.501219786750741
"286","s24","2141","angry",-0.5768952,0.200935841516932,0.158446694840606,0.245167495329395,0.0220213868167018,4.16807737925787,3.07835951139633,5.48737179807012,0.605458799860861
"287","s24","2151","angry",-1,0.196297595297372,0.14502043270861,0.250732442442231,0.0269184796471554,4.32523218624539,3.05185769910266,5.82509328821744,0.701436931732018
"288","s24","2163","happy",-0.5135996,0.172632603381693,0.128063962025765,0.217286059367963,0.0223979768926794,4.23710389512367,3.1623271421747,5.38038423791915,0.559905049274396
"289","s25","1111","angry",0.00542540000000002,0.192067650198087,0.153300553254326,0.230445864833552,0.019563925566899,5.39233894826123,4.02747407144409,7.01633476308098,0.765667641590184
"290","s25","1122","neutral",-0.3273292,0.212667860896097,0.179678113377864,0.246924757371838,0.0170721518004154,5.27428985733937,4.06875162852234,6.64036184493391,0.660128369410511
"291","s25","1133","happy",-0.8047598,0.219194732556559,0.17927507107361,0.259354209688805,0.0203634217343399,5.86403249872262,4.41327034147124,7.53913278064031,0.796228583300439
"292","s25","1143","happy",0.00542540000000002,0.204580736417892,0.152479030202526,0.254096616831311,0.0257734523084066,5.29334000383608,3.99015641816633,6.77501870823443,0.706667472118445
"293","s25","1151","angry",0.00904220000000002,0.192032267050527,0.153219647975342,0.230492735494004,0.0195973949082712,5.3910273354138,4.02764198090717,7.01412254184473,0.765715013986663
"294","s25","1162","neutral",-0.5045572,0.215139960581528,0.181396835814617,0.250061321388213,0.0173618786520666,5.34575575862938,4.13203145807782,6.72645284250125,0.66865998342852
"295","s25","2111","angry",-0.0126592,0.192244935216516,0.153373180516356,0.230215663787905,0.0194124704159752,5.39889723008512,4.032589532971,7.02013740182717,0.765547111306624
"296","s25","2122","neutral",-0.0144676,0.208201836679561,0.172737992820588,0.244706068191176,0.018270470773899,5.14813069387177,3.95935775069827,6.51261937383669,0.6556788559508
"297","s25","2133","happy",-0.8517796,0.219965185211981,0.178986595038841,0.261319110280803,0.0209239882242621,5.8971531320927,4.42585318294792,7.59140255250181,0.806801636244911
"298","s25","2142","neutral",-0.0036168,0.208044524757924,0.172370082735047,0.244588451616715,0.01835107808821,5.14375518773437,3.95282464497772,6.50831989519334,0.655771335306722
"299","s25","2151","angry",-0.390625,0.19609163747665,0.153323794226529,0.240429505286621,0.0220842863650038,5.53596447161608,4.09554772908458,7.26895696295298,0.806329487419728
"300","s25","2163","happy",-0.902416,0.220786780412312,0.17833826542959,0.263112775431815,0.021597731520815,5.93282128975353,4.44647087281926,7.65289939092903,0.818720020823146
"301","s26","1111","angry",0.9205006,2.60505679193535,-24.088922525987,27.5122217988564,132.624705141211,0.271269729707811,-0.663622277207569,1.19023986178356,0.467991635964538
"302","s26","1123","happy",0.9277344,-2.92878824819514,-9.47248060612876,7.32007743780922,93.4891908357168,0.704742397158624,-0.179236523985132,1.60823813172882,0.452995447722642
"303","s26","1133","happy",0.7595486,-1.08316312784476,-6.68862352733242,3.41179754667288,18.3184252056909,0.779306062032191,-0.0494930478766821,1.61907407176091,0.417658578922187
"304","s26","1141","angry",0.2387152,2.43751261898328,-10.9129962384747,14.6663217546196,42.7479516328777,0.442532326220402,-0.253025060603751,1.11527540663331,0.349472964218924
"305","s26","1152","neutral",-1,0.296593122448925,0.200691280891501,0.392512957225445,0.0485289179342766,1.28270335071622,0.814483376894997,1.79893473687762,0.252451689032802
"306","s26","1162","neutral",-1,0.296593122448925,0.200691280891501,0.392512957225445,0.0485289179342766,1.28270335071622,0.814483376894997,1.79893473687762,0.252451689032802
"307","s26","2112","neutral",-1,0.296593122448925,0.200691280891501,0.392512957225445,0.0485289179342766,1.28270335071622,0.814483376894997,1.79893473687762,0.252451689032802
"308","s26","2121","angry",0.7161458,2.21028996545008,-19.6752666400754,25.4119132238377,94.7834522689502,0.322603087180428,-0.474454820692963,1.11690733133426,0.404903373703676
"309","s26","2133","happy",0.906033,-1.42610442836328,-9.40577236437701,6.70832179653966,50.4462303574165,0.714363518067091,-0.162621668131426,1.60962725038127,0.448035721228358
"310","s26","2143","happy",0.7667824,-3.6994376045014,-6.90065748779347,3.50624059767723,225.764488194966,0.776099021729369,-0.0533632897795286,1.61814448668741,0.419021707261919
"311","s26","2151","angry",0.1699942,1.42628524366314,-9.54740524889857,13.5244508125452,44.3487603649747,0.459794850315142,-0.24335877758363,1.14486014659537,0.355141884434409
"312","s26","2162","neutral",-1,0.296593122448925,0.200691280891501,0.392512957225445,0.0485289179342766,1.28270335071622,0.814483376894997,1.79893473687762,0.252451689032802
"313","s27","1112","neutral",-0.4213686,0.417082302700261,0.373207302316484,0.462408959068132,0.0228058620469461,3.6360494735336,2.87028392752711,4.50533642256538,0.419575456404607
"314","s27","1121","angry",0.2604166,0.431702254999865,0.382550916846107,0.48216712717789,0.0255950282949443,3.55552595647372,2.71428243963267,4.54712708611582,0.467558725859761
"315","s27","1131","angry",0.2567998,0.431665247219879,0.382529392082644,0.482274279457405,0.025532601289768,3.55634897431881,2.71481017630903,4.54636345415138,0.467302620104826
"316","s27","1143","happy",0.121166,0.456521546627464,0.406192911334817,0.508692911846229,0.0262037301882281,3.39775446569127,2.5368465467368,4.32451844292408,0.452490165339733
"317","s27","1152","neutral",-0.2007378,0.414327823325776,0.367246944483124,0.463113342972133,0.0245295259255572,3.57470535051472,2.82632553375375,4.43552424736217,0.413621756390295
"318","s27","1163","happy",0.3797744,0.459043614706174,0.39216379367458,0.529707925763888,0.0343775483325709,3.2603730974743,2.36451042668129,4.22108285168609,0.469393941854289
"319","s27","2111","angry",0.2748842,0.431853455353862,0.382700335650942,0.483336870570541,0.0258814779859846,3.55223379407168,2.70605766914291,4.54443177224839,0.468694051441446
"320","s27","2123","happy",-0.0108506,0.455585209872274,0.402607371348686,0.512467264324258,0.0278699290566736,3.46788606673499,2.61021700958955,4.39726426041546,0.455562615399577
"321","s27","2132","neutral",-0.728805,0.42107057412265,0.37435635584105,0.472163683264221,0.0249768455906461,3.72152900015492,2.91572827175486,4.64967743433778,0.441924403862734
"322","s27","2143","happy",0.092231,0.456297974959478,0.40639863573449,0.508670231637754,0.0262396206870709,3.4131256983711,2.55215042301,4.33938911550975,0.452479132642056
"323","s27","2152","neutral",-0.6799768,0.420425842928003,0.374757970074832,0.469296448778015,0.0243102806835716,3.70795282172657,2.91158528676421,4.62018954451037,0.437354936346554
"324","s27","2161","angry",0.1302084,0.430565584516561,0.38153398371701,0.481843076186844,0.0257316693419025,3.58515537258125,2.74322048511751,4.56446312236385,0.465425953575666
"325","s28","1111","angry",0.4032842,0.508329354428226,0.432759638643005,0.592366585277384,0.0398469298438144,2.46964668141544,1.79827262509831,3.27948769578144,0.374117265694071
"326","s28","1123","happy",1,0.267366273142106,0.176605072526197,0.35641317271549,0.0453359682847488,2.12388166621461,1.39563699937949,2.94212277169234,0.392839121162674
"327","s28","1132","neutral",-0.869864,0.379046573177312,0.324179866626653,0.437606529084164,0.0288556943367398,2.71183418918057,2.05076640010498,3.407020198017,0.343574431935048
"328","s28","1143","happy",0.406901,0.285190132995569,0.224841777131213,0.346321929251816,0.0311064482143129,2.39984537744867,1.779042047136,3.09605549317832,0.333457076576629
"329","s28","1152","neutral",-0.7740162,0.377600280812845,0.324687383246032,0.433723760830153,0.0279717187630623,2.6901850563714,2.04484400985934,3.36480040314912,0.335162746394421
"330","s28","1161","angry",0.4937066,0.522530683051298,0.451166360413419,0.601273199110812,0.037696129908418,2.42845537521792,1.76334520633068,3.22543887568871,0.370472424201101
